date,campaign_name,platform,ad_creative_type,audience_segment,impressions,clicks,conversions,spend,revenue
25-05-2024,Campaign 1,Instagram,Video,Millennials,1195,58,4,34.86,279.68
25-05-2024,Campaign 1,Instagram,Video,Gen X,157,6,0,9.48,0
25-05-2024,Campaign 1,Instagram,Image,Gen Z,2997,26,0,203.1,0
25-05-2024,Campaign 1,Instagram,Image,Millennials,3181,18,0,111.6,0
25-05-2024,Campaign 1,Instagram,Image,Gen X,480,9,0,31.31,0
25-05-2024,Campaign 1,Instagram,Carousel,Gen Z,2502,67,4,114.88,325.17
25-05-2024,Campaign 1,Instagram,Carousel,Millennials,2684,48,2,65.53,148.28
25-05-2024,Campaign 1,Instagram,Carousel,Gen X,101,2,0,5.33,0
25-05-2024,Campaign 1,TikTok,Video,Gen Z,6121,298,44,394.94,2386.73
25-05-2024,Campaign 1,TikTok,Video,Millennials,987,23,1,64.52,57.39
25-05-2024,Campaign 1,TikTok,Video,Gen X,54,1,0,3.28,0
25-05-2024,Campaign 1,TikTok,Image,Gen Z,3714,68,1,154.61,72.14
25-05-2024,Campaign 1,TikTok,Image,Millennials,927,8,0,30.39,0
25-05-2024,Campaign 1,TikTok,Image,Gen X,92,1,0,3.6,0
25-05-2024,Campaign 1,TikTok,Carousel,Gen Z,4132,109,8,257.73,747.48
25-05-2024,Campaign 1,TikTok,Carousel,Millennials,771,9,0,49.85,0
25-05-2024,Campaign 1,TikTok,Carousel,Gen X,392,9,0,17.27,0
25-05-2024,Campaign 1,Facebook,Video,Gen Z,1334,32,2,85.81,134.91
25-05-2024,Campaign 1,Facebook,Video,Millennials,5549,172,10,371.97,786.96
25-05-2024,Campaign 1,Facebook,Video,Gen X,1283,58,8,86.76,573.51
25-05-2024,Campaign 1,Facebook,Image,Gen Z,1422,27,0,33.45,0
25-05-2024,Campaign 1,Facebook,Image,Millennials,2921,45,1,186.1,90.53
25-05-2024,Campaign 1,Facebook,Image,Gen X,1962,13,0,82.07,0
25-05-2024,Campaign 1,Facebook,Carousel,Gen Z,1410,38,1,89.27,95.68
25-05-2024,Campaign 1,Facebook,Carousel,Millennials,4912,58,2,316.75,172.42
25-05-2024,Campaign 1,Facebook,Carousel,Gen X,1564,18,0,81.25,0
26-05-2024,Campaign 1,Instagram,Video,Gen Z,3207,99,6,173.43,598.48
26-05-2024,Campaign 1,Instagram,Video,Millennials,3249,143,15,190.7,1298.33
26-05-2024,Campaign 1,Instagram,Video,Gen X,104,3,0,5.92,0
26-05-2024,Campaign 1,Instagram,Image,Gen Z,2193,41,2,59.47,133.52
26-05-2024,Campaign 1,Instagram,Image,Millennials,2586,41,0,65.16,0
26-05-2024,Campaign 1,Instagram,Image,Gen X,77,1,0,2.23,0
26-05-2024,Campaign 1,Instagram,Carousel,Gen Z,3271,91,4,99.34,263.79
26-05-2024,Campaign 1,Instagram,Carousel,Millennials,1443,17,0,90.68,0
26-05-2024,Campaign 1,Instagram,Carousel,Gen X,132,3,0,7.88,0
26-05-2024,Campaign 1,TikTok,Video,Gen Z,4332,169,24,289.5,1653.36
26-05-2024,Campaign 1,TikTok,Video,Millennials,395,11,1,25.65,58.94
26-05-2024,Campaign 1,TikTok,Video,Gen X,173,6,0,10.39,0
26-05-2024,Campaign 1,TikTok,Image,Gen Z,4279,63,1,268.53,55.38
26-05-2024,Campaign 1,TikTok,Image,Millennials,761,8,0,38.14,0
26-05-2024,Campaign 1,TikTok,Image,Gen X,96,1,0,6.2,0
26-05-2024,Campaign 1,TikTok,Carousel,Gen Z,4883,64,4,327.91,293.92
26-05-2024,Campaign 1,TikTok,Carousel,Millennials,776,19,1,41.38,72.46
26-05-2024,Campaign 1,TikTok,Carousel,Gen X,323,3,0,17.04,0
26-05-2024,Campaign 1,Facebook,Video,Gen Z,968,28,3,53.86,232.55
26-05-2024,Campaign 1,Facebook,Video,Millennials,5066,133,13,269.72,1169.71
26-05-2024,Campaign 1,Facebook,Video,Gen X,1163,47,3,59.01,157.82
26-05-2024,Campaign 1,Facebook,Image,Gen Z,753,7,0,37.05,0
26-05-2024,Campaign 1,Facebook,Image,Millennials,4741,84,1,213.08,86.7
26-05-2024,Campaign 1,Facebook,Image,Gen X,1979,14,0,65.34,0
26-05-2024,Campaign 1,Facebook,Carousel,Gen Z,741,18,0,20.41,0
26-05-2024,Campaign 1,Facebook,Carousel,Millennials,2897,38,1,107.59,79.63
26-05-2024,Campaign 1,Facebook,Carousel,Gen X,2039,21,0,73.46,0
27-05-2024,Campaign 1,Instagram,Video,Gen Z,2613,78,4,83.48,289.36
27-05-2024,Campaign 1,Instagram,Video,Millennials,1493,32,3,65.53,274.66
27-05-2024,Campaign 1,Instagram,Video,Gen X,170,7,0,7.2,0
27-05-2024,Campaign 1,Instagram,Image,Gen Z,1599,31,0,49.26,0
27-05-2024,Campaign 1,Instagram,Image,Millennials,1630,27,0,75.32,0
27-05-2024,Campaign 1,Instagram,Image,Gen X,338,2,0,17.41,0
27-05-2024,Campaign 1,Instagram,Carousel,Gen Z,4529,106,3,174.62,156.44
27-05-2024,Campaign 1,Instagram,Carousel,Millennials,1403,40,1,64.62,52.84
27-05-2024,Campaign 1,Instagram,Carousel,Gen X,82,2,0,2.05,0
27-05-2024,Campaign 1,TikTok,Video,Gen Z,7438,198,10,357.03,566.4
27-05-2024,Campaign 1,TikTok,Video,Millennials,613,20,2,32.4,105.92
27-05-2024,Campaign 1,TikTok,Video,Gen X,495,10,1,23.74,90.59
27-05-2024,Campaign 1,TikTok,Image,Gen Z,3549,26,1,148.74,82.73
27-05-2024,Campaign 1,TikTok,Image,Millennials,766,14,0,43.24,0
27-05-2024,Campaign 1,TikTok,Image,Gen X,74,1,0,2.42,0
27-05-2024,Campaign 1,TikTok,Carousel,Gen Z,2751,49,2,157.76,132.27
27-05-2024,Campaign 1,TikTok,Carousel,Millennials,520,7,0,30.3,0
27-05-2024,Campaign 1,TikTok,Carousel,Gen X,298,7,0,9.93,0
27-05-2024,Campaign 1,Facebook,Video,Gen Z,541,21,2,24.7,136.38
27-05-2024,Campaign 1,Facebook,Video,Millennials,5323,171,25,193.53,2472.81
27-05-2024,Campaign 1,Facebook,Video,Gen X,1064,33,3,53.95,220.23
27-05-2024,Campaign 1,Facebook,Image,Gen Z,1219,12,0,34.4,0
27-05-2024,Campaign 1,Facebook,Image,Millennials,2150,35,1,75.1,63.38
27-05-2024,Campaign 1,Facebook,Image,Gen X,1012,5,0,44.29,0
27-05-2024,Campaign 1,Facebook,Carousel,Gen Z,897,11,0,26.79,0
27-05-2024,Campaign 1,Facebook,Carousel,Millennials,4942,115,5,318.16,402.17
27-05-2024,Campaign 1,Facebook,Carousel,Gen X,1412,18,1,52.77,66.7
28-05-2024,Campaign 1,Instagram,Video,Gen Z,3448,75,8,178.45,454.12
28-05-2024,Campaign 1,Instagram,Video,Millennials,1212,35,5,39.74,433.32
28-05-2024,Campaign 1,Instagram,Video,Gen X,119,4,0,3.87,0
28-05-2024,Campaign 1,Instagram,Image,Gen Z,2328,24,0,108.68,0
28-05-2024,Campaign 1,Instagram,Image,Millennials,3194,39,0,206.88,0
28-05-2024,Campaign 1,Instagram,Image,Gen X,233,2,0,11.71,0
28-05-2024,Campaign 1,Instagram,Carousel,Gen Z,3989,94,5,158.99,413.53
28-05-2024,Campaign 1,Instagram,Carousel,Millennials,3287,97,5,83.21,262.66
28-05-2024,Campaign 1,Instagram,Carousel,Gen X,99,1,0,2.64,0
28-05-2024,Campaign 1,TikTok,Video,Gen Z,6148,301,43,415.72,4012.86
28-05-2024,Campaign 1,TikTok,Video,Millennials,904,18,1,29.3,88.2
28-05-2024,Campaign 1,TikTok,Video,Gen X,142,3,0,7.66,0
28-05-2024,Campaign 1,TikTok,Image,Gen Z,6259,116,3,169.51,258.98
28-05-2024,Campaign 1,TikTok,Image,Millennials,900,17,0,20.55,0
28-05-2024,Campaign 1,TikTok,Image,Gen X,106,0,0,2.83,0
28-05-2024,Campaign 1,TikTok,Carousel,Gen Z,5548,141,6,165.32,592.92
28-05-2024,Campaign 1,TikTok,Carousel,Millennials,911,25,0,58.15,0
28-05-2024,Campaign 1,TikTok,Carousel,Gen X,72,0,0,2.14,0
28-05-2024,Campaign 1,Facebook,Video,Gen Z,1078,47,5,28.48,487.56
28-05-2024,Campaign 1,Facebook,Video,Millennials,5171,206,19,235.5,1071.75
28-05-2024,Campaign 1,Facebook,Video,Gen X,1501,47,6,52.31,394.68
28-05-2024,Campaign 1,Facebook,Image,Gen Z,1438,19,0,57.19,0
28-05-2024,Campaign 1,Facebook,Image,Millennials,3407,60,1,144.91,95.27
28-05-2024,Campaign 1,Facebook,Image,Gen X,1391,27,0,71.5,0
28-05-2024,Campaign 1,Facebook,Carousel,Gen Z,1189,21,1,74.87,87.48
28-05-2024,Campaign 1,Facebook,Carousel,Millennials,5457,57,3,198.91,169.01
28-05-2024,Campaign 1,Facebook,Carousel,Gen X,1827,34,2,53.95,150.83
29-05-2024,Campaign 1,Instagram,Video,Gen Z,2919,76,7,75.14,489.77
29-05-2024,Campaign 1,Instagram,Video,Millennials,3957,94,11,157.35,953.32
29-05-2024,Campaign 1,Instagram,Video,Gen X,357,16,1,14.72,99.08
29-05-2024,Campaign 1,Instagram,Image,Gen Z,4338,27,0,206.74,0
29-05-2024,Campaign 1,Instagram,Image,Millennials,1798,22,0,75.92,0
29-05-2024,Campaign 1,Instagram,Image,Gen X,104,1,0,4.01,0
29-05-2024,Campaign 1,Instagram,Carousel,Gen Z,4118,79,6,152.65,570.74
29-05-2024,Campaign 1,Instagram,Carousel,Millennials,3647,95,5,83.85,260.32
29-05-2024,Campaign 1,Instagram,Carousel,Gen X,198,2,0,7.52,0
29-05-2024,Campaign 1,TikTok,Video,Gen Z,3945,175,26,140.53,1709.92
29-05-2024,Campaign 1,TikTok,Video,Millennials,661,32,3,33.63,200.23
29-05-2024,Campaign 1,TikTok,Video,Gen X,106,5,0,2.64,0
29-05-2024,Campaign 1,TikTok,Image,Gen Z,4496,81,3,206.2,223.53
29-05-2024,Campaign 1,TikTok,Image,Millennials,283,5,0,9.89,0
29-05-2024,Campaign 1,TikTok,Image,Gen X,103,1,0,5.38,0
29-05-2024,Campaign 1,TikTok,Carousel,Gen Z,3373,43,3,192.07,263.63
29-05-2024,Campaign 1,TikTok,Carousel,Millennials,301,8,0,18.73,0
29-05-2024,Campaign 1,TikTok,Carousel,Gen X,368,9,0,20.14,0
29-05-2024,Campaign 1,Facebook,Video,Gen Z,816,31,3,42.97,277.29
29-05-2024,Campaign 1,Facebook,Video,Millennials,4280,100,13,245.93,771.1
29-05-2024,Campaign 1,Facebook,Video,Gen X,2049,64,5,52.31,366.66
29-05-2024,Campaign 1,Facebook,Image,Gen Z,1317,11,0,77.65,0
29-05-2024,Campaign 1,Facebook,Image,Millennials,2677,16,0,156.39,0
29-05-2024,Campaign 1,Facebook,Image,Gen X,1251,12,0,34.36,0
29-05-2024,Campaign 1,Facebook,Carousel,Gen Z,1131,22,1,26.25,69.78
29-05-2024,Campaign 1,Facebook,Carousel,Millennials,4984,102,7,160.72,561.6
29-05-2024,Campaign 1,Facebook,Carousel,Gen X,1696,25,1,95.28,54.69
30-05-2024,Campaign 1,Instagram,Video,Gen Z,2519,78,5,127.18,406.01
30-05-2024,Campaign 1,Instagram,Video,Millennials,1174,40,3,35.41,275.61
30-05-2024,Campaign 1,Instagram,Video,Gen X,193,5,0,10.8,0
30-05-2024,Campaign 1,Instagram,Image,Gen Z,4974,80,3,180.13,232.62
30-05-2024,Campaign 1,Instagram,Image,Millennials,1865,30,0,98.38,0
30-05-2024,Campaign 1,Instagram,Image,Gen X,470,8,0,18.87,0
30-05-2024,Campaign 1,Instagram,Carousel,Gen Z,4545,48,2,149.92,181.52
30-05-2024,Campaign 1,Instagram,Carousel,Millennials,3047,43,2,171.02,117.71
30-05-2024,Campaign 1,Instagram,Carousel,Gen X,316,7,0,18.14,0
30-05-2024,Campaign 1,TikTok,Video,Gen Z,6323,286,29,154.43,1493
30-05-2024,Campaign 1,TikTok,Video,Millennials,378,13,1,25.79,98.76
30-05-2024,Campaign 1,TikTok,Video,Gen X,59,2,0,2.14,0
30-05-2024,Campaign 1,TikTok,Image,Gen Z,4866,40,1,325.08,97.35
30-05-2024,Campaign 1,TikTok,Image,Millennials,573,9,0,31.9,0
30-05-2024,Campaign 1,TikTok,Image,Gen X,457,8,0,31.03,0
30-05-2024,Campaign 1,TikTok,Carousel,Gen Z,4196,104,7,101.12,350
30-05-2024,Campaign 1,TikTok,Carousel,Millennials,880,23,1,33.68,50.1
30-05-2024,Campaign 1,TikTok,Carousel,Gen X,309,4,0,12.12,0
30-05-2024,Campaign 1,Facebook,Video,Gen Z,990,45,4,37.73,353.91
30-05-2024,Campaign 1,Facebook,Video,Millennials,3997,177,25,175.03,2281.05
30-05-2024,Campaign 1,Facebook,Video,Gen X,1156,25,2,76.74,198.35
30-05-2024,Campaign 1,Facebook,Image,Gen Z,1073,13,0,36.73,0
30-05-2024,Campaign 1,Facebook,Image,Millennials,5551,64,2,315.88,157.83
30-05-2024,Campaign 1,Facebook,Image,Gen X,2600,24,0,70.4,0
30-05-2024,Campaign 1,Facebook,Carousel,Gen Z,1346,13,0,68.85,0
30-05-2024,Campaign 1,Facebook,Carousel,Millennials,5864,117,8,254.95,510.89
30-05-2024,Campaign 1,Facebook,Carousel,Gen X,2211,56,2,126.45,192.69
31-05-2024,Campaign 1,Instagram,Video,Gen Z,1796,89,4,114.56,200.79
31-05-2024,Campaign 1,Instagram,Video,Millennials,2250,91,8,63.7,423.44
31-05-2024,Campaign 1,Instagram,Video,Gen X,298,8,0,17.27,0
31-05-2024,Campaign 1,Instagram,Image,Gen Z,2436,40,0,156.16,0
31-05-2024,Campaign 1,Instagram,Image,Millennials,1886,16,0,71.5,0
31-05-2024,Campaign 1,Instagram,Image,Gen X,500,3,0,12.35,0
31-05-2024,Campaign 1,Instagram,Carousel,Gen Z,3660,80,5,208.34,392.93
31-05-2024,Campaign 1,Instagram,Carousel,Millennials,1510,37,1,88.04,90.23
31-05-2024,Campaign 1,Instagram,Carousel,Gen X,329,8,0,12.49,0
31-05-2024,Campaign 1,TikTok,Video,Gen Z,7217,336,38,211.85,3676.3
31-05-2024,Campaign 1,TikTok,Video,Millennials,523,12,1,32.95,54.57
31-05-2024,Campaign 1,TikTok,Video,Gen X,251,12,0,12.35,0
31-05-2024,Campaign 1,TikTok,Image,Gen Z,2562,46,2,118.16,183.08
31-05-2024,Campaign 1,TikTok,Image,Millennials,960,5,0,60.01,0
31-05-2024,Campaign 1,TikTok,Image,Gen X,247,2,0,14.81,0
31-05-2024,Campaign 1,TikTok,Carousel,Gen Z,4814,103,7,303.17,498.64
31-05-2024,Campaign 1,TikTok,Carousel,Millennials,555,8,0,18.32,0
31-05-2024,Campaign 1,TikTok,Carousel,Gen X,425,12,0,18.55,0
31-05-2024,Campaign 1,Facebook,Video,Gen Z,1071,41,4,64.84,375.53
31-05-2024,Campaign 1,Facebook,Video,Millennials,3096,110,8,170.43,689.41
31-05-2024,Campaign 1,Facebook,Video,Gen X,1906,69,9,46.94,628.88
31-05-2024,Campaign 1,Facebook,Image,Gen Z,695,5,0,40.33,0
31-05-2024,Campaign 1,Facebook,Image,Millennials,2427,32,1,151.47,88.79
31-05-2024,Campaign 1,Facebook,Image,Gen X,1581,29,0,55.59,0
31-05-2024,Campaign 1,Facebook,Carousel,Gen Z,1479,18,0,59.65,0
31-05-2024,Campaign 1,Facebook,Carousel,Millennials,2018,49,1,133.15,76.91
31-05-2024,Campaign 1,Facebook,Carousel,Gen X,2946,63,1,87.22,87.29
01-06-2024,Campaign 3,Instagram,Video,Gen Z,3151,117,12,33.09,707.3
01-06-2024,Campaign 3,Instagram,Video,Millennials,2231,46,3,53.68,163.52
01-06-2024,Campaign 3,Instagram,Video,Gen X,583,17,1,13,83.31
01-06-2024,Campaign 3,Instagram,Image,Gen Z,9437,59,0,172.05,0
01-06-2024,Campaign 3,Instagram,Image,Millennials,6881,56,2,93.47,125.37
01-06-2024,Campaign 3,Instagram,Image,Gen X,281,5,0,4.56,0
01-06-2024,Campaign 3,Instagram,Carousel,Gen Z,5024,101,5,87.83,417.46
01-06-2024,Campaign 3,Instagram,Carousel,Millennials,7563,92,4,129.95,298.21
01-06-2024,Campaign 3,Instagram,Carousel,Gen X,178,3,0,2.21,0
01-06-2024,Campaign 3,TikTok,Video,Gen Z,9286,403,40,139.7,2930.18
01-06-2024,Campaign 3,TikTok,Video,Millennials,1001,24,2,23.9,154.31
01-06-2024,Campaign 3,TikTok,Video,Gen X,790,24,3,15.77,299.2
01-06-2024,Campaign 3,TikTok,Image,Gen Z,11806,218,7,294.39,550.86
01-06-2024,Campaign 3,TikTok,Image,Millennials,512,5,0,10.21,0
01-06-2024,Campaign 3,TikTok,Image,Gen X,908,12,0,18.58,0
01-06-2024,Campaign 3,TikTok,Carousel,Gen Z,6002,152,11,152.06,1015.72
01-06-2024,Campaign 3,TikTok,Carousel,Millennials,1270,29,0,23.2,0
01-06-2024,Campaign 3,TikTok,Carousel,Gen X,895,25,0,20.47,0
01-06-2024,Campaign 3,Facebook,Video,Gen Z,2405,84,12,30.38,1137.6
01-06-2024,Campaign 3,Facebook,Video,Millennials,4446,153,15,56.61,1137.94
01-06-2024,Campaign 3,Facebook,Video,Gen X,4649,147,19,106.03,1083.99
01-06-2024,Campaign 3,Facebook,Image,Gen Z,1830,30,0,26.73,0
01-06-2024,Campaign 3,Facebook,Image,Millennials,6701,54,1,131.98,75.07
01-06-2024,Campaign 3,Facebook,Image,Gen X,4134,25,0,63.95,0
01-06-2024,Campaign 3,Facebook,Carousel,Gen Z,2877,65,4,44.87,200.12
01-06-2024,Campaign 3,Facebook,Carousel,Millennials,4411,90,3,72.68,187.05
01-06-2024,Campaign 3,Facebook,Carousel,Gen X,5331,122,8,68.49,571.98
02-06-2024,Campaign 3,Instagram,Video,Gen Z,7895,271,15,82.79,1442.01
02-06-2024,Campaign 3,Instagram,Video,Millennials,2175,98,5,31.74,314.84
02-06-2024,Campaign 3,Instagram,Video,Gen X,791,35,3,16.72,266.45
02-06-2024,Campaign 3,Instagram,Image,Gen Z,7780,48,1,147.51,86.31
02-06-2024,Campaign 3,Instagram,Image,Millennials,4684,32,0,117.99,0
02-06-2024,Campaign 3,Instagram,Image,Gen X,999,6,0,15.79,0
02-06-2024,Campaign 3,Instagram,Carousel,Gen Z,5583,109,3,74.35,260.56
02-06-2024,Campaign 3,Instagram,Carousel,Millennials,3741,107,4,88.37,240.94
02-06-2024,Campaign 3,Instagram,Carousel,Gen X,375,7,0,8.75,0
02-06-2024,Campaign 3,TikTok,Video,Gen Z,12262,365,32,296.74,2505.29
02-06-2024,Campaign 3,TikTok,Video,Millennials,1492,30,3,24.86,177.04
02-06-2024,Campaign 3,TikTok,Video,Gen X,515,23,2,15.31,194.63
02-06-2024,Campaign 3,TikTok,Image,Gen Z,12501,240,2,311.33,127.19
02-06-2024,Campaign 3,TikTok,Image,Millennials,1093,21,0,23.4,0
02-06-2024,Campaign 3,TikTok,Image,Gen X,870,5,0,19.73,0
02-06-2024,Campaign 3,TikTok,Carousel,Gen Z,10103,107,8,234.37,606.19
02-06-2024,Campaign 3,TikTok,Carousel,Millennials,879,16,0,11.76,0
02-06-2024,Campaign 3,TikTok,Carousel,Gen X,498,5,0,9.87,0
02-06-2024,Campaign 3,Facebook,Video,Gen Z,1713,39,2,46.49,150.64
02-06-2024,Campaign 3,Facebook,Video,Millennials,11839,588,56,212.56,5374.92
02-06-2024,Campaign 3,Facebook,Video,Gen X,4547,105,14,117.93,1225.61
02-06-2024,Campaign 3,Facebook,Image,Gen Z,2228,13,0,31.3,0
02-06-2024,Campaign 3,Facebook,Image,Millennials,5164,46,1,114.82,55.41
02-06-2024,Campaign 3,Facebook,Image,Gen X,2591,28,1,48.48,96.3
02-06-2024,Campaign 3,Facebook,Carousel,Gen Z,2523,48,1,43.24,51.45
02-06-2024,Campaign 3,Facebook,Carousel,Millennials,10539,142,11,264.97,774.76
02-06-2024,Campaign 3,Facebook,Carousel,Gen X,5162,90,3,99.85,191.4
03-06-2024,Campaign 3,Instagram,Video,Gen Z,3030,106,5,35.08,447.19
03-06-2024,Campaign 3,Instagram,Video,Millennials,5569,224,29,136.27,2750.56
03-06-2024,Campaign 3,Instagram,Video,Gen X,167,5,0,2.67,0
03-06-2024,Campaign 3,Instagram,Image,Gen Z,3127,58,1,90.46,75.84
03-06-2024,Campaign 3,Instagram,Image,Millennials,7515,68,0,212.94,0
03-06-2024,Campaign 3,Instagram,Image,Gen X,661,12,0,11.06,0
03-06-2024,Campaign 3,Instagram,Carousel,Gen Z,7278,100,3,203.03,175.95
03-06-2024,Campaign 3,Instagram,Carousel,Millennials,4702,113,4,113.13,305.36
03-06-2024,Campaign 3,Instagram,Carousel,Gen X,442,12,0,7.06,0
03-06-2024,Campaign 3,TikTok,Video,Gen Z,6489,261,14,142.63,854.01
03-06-2024,Campaign 3,TikTok,Video,Millennials,702,30,3,7.34,207.53
03-06-2024,Campaign 3,TikTok,Video,Gen X,908,44,2,23.56,169.91
03-06-2024,Campaign 3,TikTok,Image,Gen Z,10766,127,2,188.22,152.22
03-06-2024,Campaign 3,TikTok,Image,Millennials,1984,31,0,52.91,0
03-06-2024,Campaign 3,TikTok,Image,Gen X,441,4,0,11.1,0
03-06-2024,Campaign 3,TikTok,Carousel,Gen Z,6940,149,4,163.92,342.55
03-06-2024,Campaign 3,TikTok,Carousel,Millennials,1350,33,2,31.04,156.39
03-06-2024,Campaign 3,TikTok,Carousel,Gen X,130,1,0,2.51,0
03-06-2024,Campaign 3,Facebook,Video,Gen Z,2091,62,8,22.8,571.57
03-06-2024,Campaign 3,Facebook,Video,Millennials,9917,204,20,110.3,1550.87
03-06-2024,Campaign 3,Facebook,Video,Gen X,4770,100,12,109.38,749.71
03-06-2024,Campaign 3,Facebook,Image,Gen Z,1026,13,0,17.14,0
03-06-2024,Campaign 3,Facebook,Image,Millennials,5128,37,0,153.53,0
03-06-2024,Campaign 3,Facebook,Image,Gen X,4511,74,1,82.65,59.83
03-06-2024,Campaign 3,Facebook,Carousel,Gen Z,2451,33,2,42.38,118.64
03-06-2024,Campaign 3,Facebook,Carousel,Millennials,11425,331,7,338.21,654.69
03-06-2024,Campaign 3,Facebook,Carousel,Gen X,3907,49,3,112.01,252.51
04-06-2024,Campaign 3,Instagram,Video,Gen Z,4367,157,17,130.97,1696.66
04-06-2024,Campaign 3,Instagram,Video,Millennials,4283,151,18,71.01,1463.75
04-06-2024,Campaign 3,Instagram,Video,Gen X,187,6,0,3.61,0
04-06-2024,Campaign 3,Instagram,Image,Gen Z,7014,128,2,76.35,164.99
04-06-2024,Campaign 3,Instagram,Image,Millennials,5400,59,2,72.96,114.55
04-06-2024,Campaign 3,Instagram,Image,Gen X,956,17,0,24.02,0
04-06-2024,Campaign 3,Instagram,Carousel,Gen Z,5415,74,5,85.46,307.74
04-06-2024,Campaign 3,Instagram,Carousel,Millennials,7623,136,6,217.42,468
04-06-2024,Campaign 3,Instagram,Carousel,Gen X,339,5,0,9.39,0
04-06-2024,Campaign 3,TikTok,Video,Gen Z,11704,457,55,298.28,4496.39
04-06-2024,Campaign 3,TikTok,Video,Millennials,1730,81,10,25.5,989.99
04-06-2024,Campaign 3,TikTok,Video,Gen X,769,33,4,22.39,230.23
04-06-2024,Campaign 3,TikTok,Image,Gen Z,9022,130,5,137.91,423.28
04-06-2024,Campaign 3,TikTok,Image,Millennials,881,13,0,13.42,0
04-06-2024,Campaign 3,TikTok,Image,Gen X,922,8,0,25.83,0
04-06-2024,Campaign 3,TikTok,Carousel,Gen Z,12476,234,14,369.88,1248.4
04-06-2024,Campaign 3,TikTok,Carousel,Millennials,846,24,0,25.22,0
04-06-2024,Campaign 3,TikTok,Carousel,Gen X,349,9,0,4.39,0
04-06-2024,Campaign 3,Facebook,Video,Gen Z,2820,75,10,29.08,773
04-06-2024,Campaign 3,Facebook,Video,Millennials,4044,140,7,62.93,586.87
04-06-2024,Campaign 3,Facebook,Video,Gen X,3907,183,21,115.32,1585.37
04-06-2024,Campaign 3,Facebook,Image,Gen Z,1359,9,0,30.02,0
04-06-2024,Campaign 3,Facebook,Image,Millennials,10215,173,7,141.65,577.56
04-06-2024,Campaign 3,Facebook,Image,Gen X,2481,32,0,35.58,0
04-06-2024,Campaign 3,Facebook,Carousel,Gen Z,1323,35,1,33.61,61.49
04-06-2024,Campaign 3,Facebook,Carousel,Millennials,5486,135,9,90.58,489.67
04-06-2024,Campaign 3,Facebook,Carousel,Gen X,5574,88,4,154.01,223.77
05-06-2024,Campaign 3,Instagram,Video,Gen Z,9263,290,42,104.81,3724.84
05-06-2024,Campaign 3,Instagram,Video,Millennials,2292,61,3,29.64,219.59
05-06-2024,Campaign 3,Instagram,Video,Gen X,534,22,2,13.69,158.1
05-06-2024,Campaign 3,Instagram,Image,Gen Z,5160,37,1,109.9,91.6
05-06-2024,Campaign 3,Instagram,Image,Millennials,2877,37,1,79.82,72.25
05-06-2024,Campaign 3,Instagram,Image,Gen X,472,4,0,12.9,0
05-06-2024,Campaign 3,Instagram,Carousel,Gen Z,4415,55,3,132.52,239.33
05-06-2024,Campaign 3,Instagram,Carousel,Millennials,2542,29,1,45.97,78.37
05-06-2024,Campaign 3,Instagram,Carousel,Gen X,928,18,0,22.59,0
05-06-2024,Campaign 3,TikTok,Video,Gen Z,12261,310,42,252.39,3920.25
05-06-2024,Campaign 3,TikTok,Video,Millennials,1015,37,2,20.57,136.8
05-06-2024,Campaign 3,TikTok,Video,Gen X,295,9,0,8.31,0
05-06-2024,Campaign 3,TikTok,Image,Gen Z,14744,278,8,407.22,449.94
05-06-2024,Campaign 3,TikTok,Image,Millennials,705,12,0,18.88,0
05-06-2024,Campaign 3,TikTok,Image,Gen X,679,10,0,7.99,0
05-06-2024,Campaign 3,TikTok,Carousel,Gen Z,6898,104,4,190.07,234.13
05-06-2024,Campaign 3,TikTok,Carousel,Millennials,1904,52,2,41.3,116.29
05-06-2024,Campaign 3,TikTok,Carousel,Gen X,267,4,0,3.87,0
05-06-2024,Campaign 3,Facebook,Video,Gen Z,2338,60,4,41.48,324.65
05-06-2024,Campaign 3,Facebook,Video,Millennials,4832,102,8,114.62,629.47
05-06-2024,Campaign 3,Facebook,Video,Gen X,5720,118,8,67.9,534.54
05-06-2024,Campaign 3,Facebook,Image,Gen Z,1249,19,0,25.14,0
05-06-2024,Campaign 3,Facebook,Image,Millennials,8800,160,4,159.08,281.07
05-06-2024,Campaign 3,Facebook,Image,Gen X,3622,70,1,38.69,72.29
05-06-2024,Campaign 3,Facebook,Carousel,Gen Z,2988,34,0,32.67,0
05-06-2024,Campaign 3,Facebook,Carousel,Millennials,10778,172,10,253.52,999.01
05-06-2024,Campaign 3,Facebook,Carousel,Gen X,3011,44,1,88.93,58.94
06-06-2024,Campaign 3,Instagram,Video,Gen Z,6291,249,32,117.75,2497.1
06-06-2024,Campaign 3,Instagram,Video,Millennials,3920,115,10,58.39,945.38
06-06-2024,Campaign 3,Instagram,Video,Gen X,561,13,1,16.88,82.63
06-06-2024,Campaign 3,Instagram,Image,Gen Z,8690,125,3,149.55,150.15
06-06-2024,Campaign 3,Instagram,Image,Millennials,5373,55,2,87.81,111.94
06-06-2024,Campaign 3,Instagram,Image,Gen X,793,7,0,17.34,0
06-06-2024,Campaign 3,Instagram,Carousel,Gen Z,5959,134,7,82.27,680.28
06-06-2024,Campaign 3,Instagram,Carousel,Millennials,2889,80,4,52.95,272.31
06-06-2024,Campaign 3,Instagram,Carousel,Gen X,416,4,0,8.51,0
